,Sex,Length (mm),Diameter (mm),Height (mm,Whole weight (g),Shucked weight (g),Viscera weight (g),Shell weight (g),Rings
2891,F,0.51,0.375,0.11,0.5805,0.2865,0.11800000000000001,0.14800000000000002,7
2892,F,0.58,0.45,0.17,0.9705,0.4615,0.23199999999999998,0.248,9
2893,F,0.635,0.505,0.165,1.251,0.5770000000000001,0.22699999999999998,0.3825,11
2894,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.11699999999999999,9
2895,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
2896,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
2897,I,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6
2898,M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
2899,F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7
2900,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
2901,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7
2902,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11
2903,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
2904,F,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,11
2905,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
2906,I,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11
2907,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
2908,I,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
2909,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
2910,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8
2911,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,6
2912,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
2913,M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
2914,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
2915,M,0.595,0.47,0.155,1.2015,0.49200000000000005,0.3865,0.265,10
2916,M,0.315,0.25,0.09,0.203,0.0615,0.037000000000000005,0.0795,11
2917,F,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235,11
2918,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
2919,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
2920,M,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,10
2921,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
2922,I,0.415,0.31,0.11,0.2965,0.12300000000000001,0.057,0.0995,10
2923,I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
2924,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10
2925,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6
2926,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
2927,F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
2928,F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
2929,F,0.5,0.4,0.15,0.8085,0.273,0.11199999999999999,0.295,13
2930,M,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305,10
2931,F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
2932,M,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10
2933,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
2934,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
2935,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.34299999999999997,11
2936,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
2937,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
2938,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001,3
2939,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
2940,I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7
2941,M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001,8
2942,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
2943,M,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,12
2944,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
2945,I,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086,6
2946,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
2947,F,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
2948,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998,9
2949,F,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,12
2950,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
2951,M,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
2952,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.23800000000000002,9
2953,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
2954,F,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004,9
2955,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.17300000000000001,8
2956,F,0.58,0.46,0.135,0.9259999999999999,0.4025,0.20800000000000002,0.275,8
2957,F,0.66,0.53,0.17,1.3259999999999998,0.519,0.2625,0.44,13
2958,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8
2959,F,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405,13
2960,M,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,12
2961,I,0.335,0.26,0.09,0.1965,0.0875,0.040999999999999995,0.055999999999999994,7
2962,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
2963,F,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9
2964,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
2965,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
2966,F,0.625,0.49,0.145,0.92,0.43700000000000006,0.1735,0.28,10
2967,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
2968,F,0.57,0.465,0.18,0.9995,0.405,0.27699999999999997,0.295,16
2969,M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9
2970,M,0.37,0.28,0.105,0.23399999999999999,0.0905,0.0585,0.075,9
2971,I,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
2972,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
2973,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
2974,M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
2975,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8
2976,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.11599999999999999,7
2977,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
2978,M,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,11
2979,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
2980,I,0.36,0.265,0.085,0.1865,0.0675,0.037000000000000005,0.0615,7
2981,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
2982,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14
2983,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
2984,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
2985,M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
2986,F,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.385,13
2987,I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8
2988,M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9
2989,M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
2990,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
2991,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
2992,I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8
2993,F,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15
2994,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
2995,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
2996,I,0.43,0.315,0.095,0.37799999999999995,0.175,0.08,0.1045,8
2997,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
2998,M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9
2999,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
3000,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
3001,M,0.665,0.535,0.195,1.6059999999999999,0.5755,0.38799999999999996,0.48,14
3002,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8
3003,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
3004,I,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.27899999999999997,9
3005,M,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.37799999999999995,11
3006,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
3007,I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
3008,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
3009,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
3010,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
3011,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6
3012,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
3013,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
3014,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
3015,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
3016,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.12300000000000001,7
3017,M,0.535,0.435,0.15,0.725,0.26899999999999996,0.1385,0.25,9
3018,F,0.615,0.47,0.175,1.2985,0.5135,0.34299999999999997,0.32,14
3019,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12
3020,M,0.615,0.475,0.15,1.0375,0.47600000000000003,0.2325,0.28300000000000003,9
3021,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
3022,M,0.75,0.595,0.205,2.2205,1.083,0.42100000000000004,0.63,12
3023,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
3024,I,0.34,0.25,0.07,0.2225,0.10400000000000001,0.0425,0.055,7
3025,I,0.38,0.3,0.09,0.27699999999999997,0.1655,0.0625,0.08199999999999999,6
3026,M,0.445,0.345,0.09,0.3795,0.14300000000000002,0.07400000000000001,0.125,10
3027,M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
3028,I,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
3029,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
3030,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
3031,I,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605,7
3032,I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013000000000000001,4
3033,I,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,6
3034,M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,11
3035,I,0.245,0.205,0.06,0.0765,0.034,0.013999999999999999,0.0215,4
3036,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
3037,M,0.67,0.51,0.18,1.68,0.9259999999999999,0.2975,0.3935,13
3038,M,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,7
3039,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.18899999999999997,9
3040,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.10300000000000001,9
3041,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
3042,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
3043,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
3044,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
3045,F,0.54,0.475,0.155,0.9279999999999999,0.39399999999999996,0.19399999999999998,0.26,11
3046,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
3047,M,0.6,0.47,0.13,1.0105,0.423,0.21899999999999997,0.298,9
3048,M,0.715,0.55,0.19,2.0045,1.0465,0.40700000000000003,0.5075,12
3049,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
3050,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
3051,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
3052,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
3053,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
3054,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
3055,I,0.29,0.225,0.075,0.152,0.071,0.059000000000000004,0.045,9
3056,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
3057,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
3058,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
3059,M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10
3060,M,0.69,0.505,0.2,1.8719999999999999,0.893,0.4015,0.48,10
3061,F,0.565,0.505,0.21,1.2765,0.501,0.27899999999999997,0.355,12
3062,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
3063,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
3064,I,0.385,0.28,0.085,0.2175,0.09699999999999999,0.038,0.067,8
3065,M,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
3066,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
3067,F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
3068,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
3069,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
3070,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
3071,M,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,11
3072,I,0.32,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057,8
3073,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
3074,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
3075,I,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,6
3076,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
3077,M,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,11
3078,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
3079,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
3080,I,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,6
3081,F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
3082,M,0.615,0.48,0.175,1.1179999999999999,0.446,0.3195,0.3,9
3083,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7
3084,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
3085,F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
3086,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
3087,I,0.375,0.285,0.09,0.2545,0.11900000000000001,0.0595,0.0675,6
3088,I,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
3089,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
3090,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
3091,M,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
3092,I,0.485,0.37,0.1,0.513,0.21899999999999997,0.1075,0.13,7
3093,M,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36,11
3094,M,0.685,0.52,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,10
3095,F,0.5,0.395,0.14,0.7155,0.3165,0.17600000000000002,0.24,10
3096,M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
3097,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
3098,M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
3099,M,0.42,0.34,0.115,0.4215,0.175,0.09300000000000001,0.135,8
3100,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
3101,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
3102,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
3103,I,0.28,0.215,0.08,0.132,0.07200000000000001,0.022000000000000002,0.033,5
3104,I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
3105,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
3106,I,0.2,0.15,0.04,0.046,0.021,0.006999999999999999,0.0065,4
3107,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
3108,M,0.55,0.425,0.15,0.8315,0.41100000000000003,0.1765,0.2165,10
3109,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
3110,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
3111,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
3112,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.09699999999999999,6
3113,I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6
3114,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
3115,M,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,7
3116,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
3117,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
3118,I,0.325,0.25,0.08,0.17600000000000002,0.0595,0.0355,0.063,7
3119,M,0.605,0.49,0.14,0.9755,0.419,0.20600000000000002,0.315,10
3120,F,0.525,0.42,0.16,0.7559999999999999,0.2745,0.17300000000000001,0.275,9
3121,I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
3122,I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054000000000000006,6
3123,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
3124,M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
3125,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
3126,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
3127,M,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145,11
3128,F,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
3129,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
3130,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
3131,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
3132,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.27899999999999997,12
3133,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
3134,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
3135,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
3136,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
3137,M,0.62,0.465,0.145,0.9109999999999999,0.375,0.2145,0.278,10
3138,M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
3139,F,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
3140,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12
3141,I,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9
3142,I,0.44,0.325,0.09,0.35,0.14800000000000002,0.067,0.105,7
3143,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
3144,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10
3145,I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
3146,F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
3147,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
3148,F,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425,16
3149,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
3150,M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
3151,M,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
3152,I,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3,17
3153,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026000000000000002,4
3154,I,0.35,0.26,0.09,0.1765,0.07200000000000001,0.0355,0.0575,7
3155,M,0.485,0.365,0.155,1.0290000000000001,0.4235,0.2285,0.313,8
3156,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
3157,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
3158,M,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11
3159,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
3160,I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
3161,I,0.43,0.345,0.115,0.4295,0.212,0.10800000000000001,0.109,8
3162,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
3163,M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
3164,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
3165,M,0.6,0.47,0.15,0.9279999999999999,0.4225,0.183,0.275,8
3166,F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
3167,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
3168,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.27399999999999997,9
3169,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
3170,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
3171,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
3172,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
3173,F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
3174,M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
3175,I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
3176,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
3177,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
3178,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
3179,I,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042,9
3180,F,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47,8
3181,F,0.555,0.425,0.14,0.963,0.44,0.22399999999999998,0.24,7
3182,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9
3183,M,0.66,0.485,0.155,1.2275,0.61,0.27399999999999997,0.3,8
3184,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
3185,M,0.655,0.53,0.195,1.3880000000000001,0.5670000000000001,0.2735,0.41,13
3186,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
3187,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
3188,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
3189,M,0.63,0.465,0.15,1.0270000000000001,0.537,0.188,0.17600000000000002,8
3190,I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
3191,M,0.53,0.435,0.16,0.883,0.316,0.16399999999999998,0.335,15
3192,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
3193,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
3194,F,0.715,0.525,0.185,1.56,0.6655,0.38299999999999995,0.405,11
3195,I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
3196,I,0.44,0.34,0.1,0.40700000000000003,0.209,0.0735,0.10300000000000001,7
3197,M,0.425,0.34,0.12,0.38799999999999996,0.149,0.087,0.125,10
3198,F,0.645,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.355,13
3199,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
3200,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
3201,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
3202,F,0.405,0.31,0.12,0.3095,0.138,0.057999999999999996,0.095,13
3203,F,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
3204,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
3205,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
3206,F,0.585,0.465,0.14,0.9079999999999999,0.381,0.1615,0.315,13
3207,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
3208,M,0.585,0.475,0.15,1.065,0.5315,0.19899999999999998,0.2885,10
3209,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
3210,M,0.625,0.475,0.175,1.3405,0.6559999999999999,0.28300000000000003,0.337,10
3211,M,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,13
3212,F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
3213,I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6
3214,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
3215,F,0.72,0.565,0.17,1.6130000000000002,0.723,0.3255,0.4945,12
3216,I,0.505,0.4,0.145,0.7045,0.33399999999999996,0.1425,0.207,8
3217,M,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
3218,F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13
3219,F,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,12
3220,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12
3221,I,0.59,0.45,0.125,0.86,0.43700000000000006,0.1515,0.245,9
3222,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
3223,M,0.485,0.39,0.12,0.599,0.251,0.1345,0.16899999999999998,8
3224,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8
3225,M,0.54,0.41,0.145,0.9890000000000001,0.2815,0.213,0.355,19
3226,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
3227,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
3228,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
3229,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
3230,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
3231,F,0.75,0.565,0.215,1.9380000000000002,0.7735,0.4825,0.575,11
3232,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
3233,F,0.62,0.47,0.225,1.115,0.37799999999999995,0.2145,0.36,15
3234,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
3235,F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14
3236,F,0.645,0.51,0.2,1.5675,0.621,0.36700000000000005,0.46,12
3237,I,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,5
3238,M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13
3239,M,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203,8
3240,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
3241,F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10
3242,F,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
3243,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
3244,M,0.555,0.44,0.14,0.8705,0.40700000000000003,0.156,0.255,9
3245,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
3246,M,0.59,0.47,0.135,1.1685,0.539,0.27899999999999997,0.28,8
3247,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
3248,I,0.585,0.46,0.145,0.8465,0.33899999999999997,0.16699999999999998,0.295,10
